9978.601,28.92905998,27.89294243
9978.701,29.00065613,27.96940613
9978.801,29.07454491,28.04790878
9978.901,29.15079308,28.12855148
9978.999,29.2284565,28.21049309
9979.101,29.30746841,28.29369164
9979.2,29.38809204,28.37842369
9979.3,29.46992874,28.46434021
9979.401,29.55176735,28.55025673
9979.501,29.63506508,28.63770294
9979.594,29.71836281,28.72515297
9979.701,29.80189705,28.81291008
9979.801,29.88544083,28.90081215
9979.902,29.96865273,28.98856926
9980.001,30.05128098,29.07595634
9980.101,30.13309097,29.16276932
9980.2,30.21378708,29.24877357
9980.3,30.29448128,29.33477592
9980.398,30.37398911,29.4199028
9980.501,30.45175171,29.5037365
9980.587,30.52776718,29.58628082
9980.698,30.60160637,29.66723442
9980.8,30.6734333,29.74674225
9980.9,30.74525833,29.82625008
9981.002,30.81468201,29.90406799
9981.101,30.88109016,29.9798317
9981.192,30.94459724,30.0537014
9981.301,31.00563812,30.12602806
9981.396,31.06387711,30.19669151
9981.499,31.11921501,30.26574135
9981.601,31.17224884,30.33359718
9981.701,31.2229805,30.40034676
9981.8,31.27371216,30.46709824
9981.901,31.3227005,30.53307915
9982.002,31.36969757,30.5982666
9982.102,31.41559029,30.66308594
9982.201,31.46099472,30.72780228
9982.302,31.5063858,30.79260635
9982.401,31.55238533,30.85778618
9982.501,31.59967422,30.9236393
9982.599,31.6469593,30.98949051
9982.694,31.69599342,31.05623817
9982.802,31.74503326,31.12298584
9982.9,31.79707336,31.19131851
9983.001,31.85333633,31.26202774
9983.096,31.91255379,31.33450699
9983.201,31.97522736,31.40916634
9983.299,32.04193878,31.4865036
9983.407,32.11209869,31.56623268
9983.487,32.18566132,31.6484108
9983.6,32.26284027,31.73326492
9983.7,32.34204102,31.81965446
9983.798,32.42485809,31.90882874
9983.901,32.51070786,32.0003891
9984,32.59929657,32.09413528
9984.101,32.6878891,32.18788147
9984.201,32.78028488,32.2847023
9984.301,32.87627029,32.38445282
9984.401,32.9751091,32.48654938
9984.5,33.07633209,32.5906105
9984.6,33.1797142,32.69644547
9984.701,33.28514481,32.80395508
9984.799,33.39273834,32.91321945
9984.899,33.50231934,33.02406311
9984.999,33.61190414,33.13491058
9985.101,33.72282791,33.24679565
9985.202,33.83507919,33.35966492
9985.301,33.94835663,33.47324371
9985.394,34.06229401,33.58723068
9985.494,34.17679596,33.70149612
9985.601,34.29167557,33.81583786
9985.7,34.40671158,33.93005371
9985.801,34.52171326,34.0439415
9985.9,34.63642502,34.15719986
9986,34.75059509,34.26955414
9986.101,34.86476135,34.3819046
9986.2,34.97811508,34.49306488
9986.301,35.09035492,34.60269165
9986.401,35.20152283,34.71089172
9986.5,35.31139374,34.81740189
9986.6,35.41979599,34.9220314
9986.701,35.5267601,35.02481842
9986.801,35.63188934,35.12527084
9986.901,35.73522186,35.22343063
9987,35.83642578,35.31886292
9987.099,35.93562698,35.41171265
9987.201,36.03281021,35.50193024
9987.299,36.12792969,35.5894165
9987.401,36.22304535,35.67690277
9987.5,36.31655884,35.76223755
9987.6,36.40784073,35.84454346
9987.701,36.49735641,35.92439651
9987.801,36.58501434,36.00161362
9987.899,36.67084885,36.07619476
9988.002,36.75528336,36.14870834
9988.101,36.83834839,36.21915817
9988.199,36.92019272,36.28774261
9988.301,37.00099564,36.35470963
9988.401,37.08095169,36.42038345
9988.501,37.16091156,36.48605347
9988.599,37.24036026,36.55096436
9988.701,37.31945038,36.61539078
9988.8,37.39841843,36.67973709
9988.901,37.47748184,36.74438095
9989.001,37.55682755,36.80963898
9989.1,37.63671494,36.87595749
9989.201,37.71723175,36.94342804
9989.297,37.79847336,37.01219559
9989.399,37.88090515,37.08298492
9989.5,37.96416855,37.15514374
9989.602,38.04883194,37.22954178
9989.701,38.13349533,37.30393982
9989.795,38.2194252,37.38031006
9989.898,38.3066864,37.45869827
9989.999,38.39538956,37.53924179
9990.101,38.48564148,37.62205124
9990.2,38.57700348,37.70647812
9990.301,38.66937256,37.7923584
9990.4,38.76289368,37.87991333
9990.5,38.85641479,37.96746826
9990.601,38.95092392,38.05647659
9990.7,39.04628372,38.14677048
9990.8,39.14230728,38.23812485
9990.9,39.2387886,38.33029938
9990.994,39.33549118,38.42296219
9991.101,39.43223953,38.51600266
9991.201,39.52880478,38.60911179
9991.301,39.62537003,38.70222473
9991.401,39.72145844,38.79512405
9991.501,39.81676865,38.88748932
9991.601,39.91111755,38.97909164
9991.7,40.00429535,39.06970215
9991.801,40.096035,39.15903854
9991.894,40.18613434,39.24687958
9992.002,40.27421188,39.33284378
9992.101,40.36228943,39.41880798
9992.201,40.448246,39.50276566
9992.297,40.5316391,39.58428574
9992.401,40.61198044,39.66286087
9992.501,40.6891098,39.73831558
9992.602,40.6903801,39.73952484
9992.701,40.69038391,39.73953629
9992.799,40.69038391,39.73953247
9992.901,40.69038391,39.73953247
9993,40.6903801,39.73952866
9993.101,40.6903801,39.73952866
9993.198,40.6903801,39.73952866
9993.301,40.69037628,39.73952484
9993.401,40.69037628,39.73952484
9993.499,40.69037628,39.73952484
9993.6,40.69037247,39.73952103
9993.701,40.69037247,39.73952103
9993.801,40.69037247,39.73951721
9993.9,40.69036865,39.73951721
9994.002,40.69036865,39.73951721
9994.1,40.69036865,39.7395134
9994.195,40.69036484,39.7395134
9994.3,40.69036484,39.7395134
9994.401,40.69036484,39.73950958
9994.5,40.69036102,39.73950958
9994.601,40.69036102,39.73950958
9994.713,40.69036102,39.73950577
9994.801,40.69036102,39.73950577
9994.9,40.69035721,39.73950577
9995,40.69035721,39.73950195
9995.101,40.69035721,39.73950195
9995.196,40.69035339,39.73950195
9995.301,40.69035339,39.73949814
9995.4,40.69035339,39.73949814
9995.499,40.69034958,39.73949432
9995.597,40.69034958,39.73949432
9995.702,40.69034958,39.73949432
9995.799,40.69034576,39.73949051
9995.901,40.69034576,39.73949051
9996.002,40.69034576,39.73949051
9996.1,40.69034576,39.73948669
9996.201,40.69034195,39.73948669
9996.301,40.69034195,39.73948669
9996.401,40.69034195,39.73948288
9996.498,40.69033813,39.73948288
9996.61,40.69033813,39.73948288
9996.699,40.69033813,39.73947906
9996.802,40.69033432,39.73947906
9996.901,40.69033432,39.73947525
9996.999,40.69033432,39.73947525
9997.098,40.69033051,39.73947525
9997.201,40.69033051,39.73947144
9997.303,40.69033051,39.73947144
9997.402,40.69032669,39.73947144
9997.5,40.69032669,39.73946762
9997.6,40.69032669,39.73946762
9997.699,40.69032669,39.73946762
9997.8,40.69032288,39.73946381
9997.901,40.69032288,39.73946381
9998.001,40.69032288,39.73946381
9998.101,40.69031906,39.73945999
